pub_ID,pub_year,first_author,source,suborder,family,species,species_OTL,roost_type,pd,country,hemisphere,lat,lon,clim_ID,study_year,mean_year_study,sex,age,date_pre,date_max,date_post,month_num_pre,month_num_max,month_num_post,days_dif,month_pre,month_max,month_post,value_pre_mean,value_pre_SD,pre_n,value_max_mean,value_max_SD,max_n,value_post_mean,value_post_SD,post_n,pre_post,mass_g,abs_diff,abs_vi,rel_diff,lnRR,lnRR_vi,notes,title,ref
14,2015,Lacki,raw data,Yangochiroptera,Vespertilionidae,Perimyotis subflavus,Perimyotis subflavus,cave,,USA,northern,37.2072,-86.1319,Cfa,2011-2013,2012,Female,Adult,,,,5,9,,121.668,May,Sep,,5.900888889,0.554644941,24,7.479285714,0.337808874,14,,,,pre,5.900888889,1.578396825,0.020969018,26.74845867,0.237034296,0.000513827,,,
14,2015,Lacki,raw data,Yangochiroptera,Vespertilionidae,Perimyotis subflavus,Perimyotis subflavus,cave,,USA,northern,37.2072,-86.1319,Cfa,2011-2013,2012,Male,Adult,,,,5,9,,121.668,May,Sep,,5.316153846,0.508606543,27,6.435,1.214998243,42,,,,pre,5.316153846,1.118846154,0.044728876,21.0461583,0.19100176,0.001187803,,,
14,2015,Lacki,raw data,Yangochiroptera,Vespertilionidae,Corynorhinus townsendii,Corynorhinus townsendii,cave,,USA,northern,37.2072,-86.1319,Cfa,2011-2014,2012,Male,Adult,,,,5,9,,121.668,May,Sep,,9.536666667,0.073711148,3,10.305,0.685893578,2,,,,pre,9.536666667,0.768333333,0.237036111,8.056623558,0.077485196,0.002234984,,,
14,2015,Lacki,raw data,Yangochiroptera,Vespertilionidae,Myotis leibii,Myotis leibii,cave,,USA,northern,37.2072,-86.1319,Cfa,2011-2014,2012,Male,Adult,,,,4,9,,152.085,Apr,Sep,,3.8675,0.111467484,4,4.5275,0.441163235,4,,,,pre,3.8675,0.66,0.0517625,17.06528765,0.157561607,0.002581348,,,
15,2019,Azeredo,Table 3,Yangochiroptera,Phyllostomidae,Artibeus planirostris,Artibeus planirostris,tree,,Brazil,southern,-6.733889,-35.175556,As,2012,2012,Male,Adult,,,,,6,9,91.251,,Jun,Sep,,,,44.19666667,3.803095905,27,39.9725,4.97444218,11,post,39.9725,4.224166667,2.785238882,10.56768195,0.100457654,0.001682146,,Body mass index and glucose variations during the night in free-ranging Artibeus planirostris (Chiroptera: Phyllostomidae),https://www.scielo.br/j/zool/a/JYzkdwCC4xD3676Ln9YcTvx/?format=html&lang=en#
16,2014,Puga,Fig 1,Yangochiroptera,Phyllostomidae,Artibeus planirostris,Artibeus planirostris,tree,,Brazil,southern,-20.819722,-49.379167,Aw,2009-2010,2009,Male,Adult,,,,,4,10,182.502,,Apr,Oct,,,,50.17,3.326503497,8,46.33,2.341328671,8,post,46.33,3.84,2.068430683,8.28836607,0.079627539,0.000868773,,Seasonal changes in the prostatic complex of Artibeus planirostris (Chiroptera: Phyllostomidae),https://pdf.sciencedirectassets.com/272500/1-s2.0-S0016648013X00164/1-s2.0-S001664801300470X/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEKX%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJHMEUCIHMb7mG9jhgYDij1rAVGnxsnmnC%2FYdjLH31yLRqmfbskAiEAv6sy8yBpi4qmpfmo3a1m2VhvRlOZHMgKzjWEub0OTygqswUILhAFGgwwNTkwMDM1NDY4NjUiDOlj5871RklqFLHU%2FSqQBT97OznMdfnwNd7wxdOSbA3o8q65kDQUVYn0n8MfcMgudl2j%2B%2B3HSWGCZXhjkPfDxC4ONMuKffoKuOGh5SqbtOObT9pOx0%2FF69m%2Fq%2F5KgAiq5I0FjBlIQlR5ulxprriJGHuZoYqw2OZbMLdigOrP0Xr1btHceg4oFpew6VfUup39gy3ybyzSlWglhShdHi3gDhWKNetrGkcZJHvCvN%2Bl7rimR2tnVo21Jhx3LWR1waxPjoy4mYPmiyLl6F03gclHkx1EggO9rhPzuAJqx6bMb0Z%2B2PXYGBTD1dl8utZp8c48m0uewzZbbVdfPFMpieETp2UTWSM%2BryRaQM6W514jIgnwGS%2FlwWBvyQGMtyt5%2Ft7lyPf%2Fo2vfH5CbZp7n2X9ofAH%2BHw9n4l4zIO8dZ0jqXMhbuhkL5N71lcu9fJtZ6LDWyMthNeQ16sp%2F9dGaZ%2FdTRC8ZAbJQcFAbiOrvde6fWQKwYGLvWQHD8o90HkRD9jJ6tuQeXR75XDTUgdS%2BLI1li5vuhhQTf98YrvC7q5HcwSH%2FGekSACQ26gttpmr2cVilCMF8xEYOkJGRXlH2Zcz6mSDviq3Cm5AUjHl7fulMCBUiQTRPx4ZWTZUAQx1q9L6xs5bKTXb1lWlOpANymKY6%2Bnw2nF4sHsNyAd9Tpax%2BCMvFfASNBwrJ1SWcY8tTzdnLRL5biINLK74kui1M05wvboAjEl9YK19t6w62ekbkuZK7QVBZe9mlQm9%2BL5Qyh33MPDkOPNCJpNERIEO%2BR9Pno1g7nM1pS7esVcbsXeK8rzmL6HUvbfIogjfolKAhO6ERFdcEEQmW4fiLRSo7OPaat%2FJRwy1rO%2BSWh0wVYnoHnXRL1KqSS8ghVJzYc87JRP4jMKeHlqwGOrEBn808F4GPoUNHBI6mj4Xy9ijCOgnLR1zbeQPNQ4zrT4X%2FFhL8irSH4Q%2B6Scbbc2XvIUwI7RLPGn4xS5HwOGciL5NUSTgTkAIyftwx4I6xBw3yBMIVSdXr5A1tWSO7Hpaa9O5A1qgstvR20ovUd9Gh7asuW87q6Z7vRFA7W13olm5eBLaj3yc4xAumSRF%2B6EcxpF6SX4%2FbGAuXuFuHSxW0Q9ihWfcRI%2FSfc%2BhgjEPO18he&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231222T132911Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYQWS3WK7T%2F20231222%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=4cf6ed62130f4d3d5b1016f9a8c516a45370829aad14dc5ff35eafe23461a1f6&hash=ce12d72264a46be5038d06c33544d8143086995be2542b340171eb1d3444f991&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S001664801300470X&tid=spdf-5dcad4de-1f0f-4565-ad90-30f339c83892&sid=4fac9e9c14e8544a990a2e146fe88d29ba36gxrqa&type=client&tsoh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&ua=03165d525f59045856&rr=8398b652ef4c5f25&cc=au
17,2021,Albernaz,Fig 3,Yangochiroptera,Phyllostomidae,Artibeus lituratus,Artibeus lituratus,broad,,Brazil,southern,-12.150556,-45.003056,Aw,,,Male,Adult,,,,4,6,,60.834,Apr,Jun,,65.58325,6.522577235,5,66.70783228,2.923913933,5,,,,pre,65.58325,1.124582282,10.2186573,1.714740093,0.017002044,0.002362499,,"The prostate of the bat Artibeus lituratus: Seasonal variations, abiotic regulation, and hormonal control",https://onlinelibrary-wiley-com.ezproxy.uws.edu.au/doi/full/10.1002/jmor.21362
17,2021,Albernaz,Fig 3,Yangochiroptera,Phyllostomidae,Artibeus lituratus,Artibeus lituratus,broad,,Brazil,southern,-12.150556,-45.003056,Aw,,,Male,Adult,,,,,6,8,60.834,,Jun,Aug,,,,66.70783228,2.923913933,5,64.90850063,6.297660779,5,post,64.90850063,1.799331651,9.641960794,2.772104784,0.027343776,0.002266961,,,
18,2020,Abiaezute,Table 1,Yinpterochiroptera,Pteropodidae,Eidolon helvum,Eidolon helvum,tree,,Nigeria,northern,6.437428,7.503697,Aw,2019,2019,Male,Adult,,,,,5,9,121.668,,May,Sep,,,,253.79,8.05,16,237.57,7.06,16,post,237.57,16.22,7.16538125,6.82746138,0.066044837,0.000118077,,"Histology, ultrastructure, and seasonal variations in the bulbourethral gland of the African straw-colored fruit bat Eidolon helvum",https://onlinelibrary.wiley.com/doi/abs/10.1002/jmor.21258?casa_token=jGCZpVjnVjoAAAAA:kISk0Oknq6bv0wZaVJGj1hziUUXPi6dm4dHYZJ75hqZES5_P3iOVZHUrm6_vii5lcrYF_9x3s3TjhKEC
19,2019,Mendes de Brito,Table 1,Yangochiroptera,Phyllostomidae,Artibeus lituratus,Artibeus lituratus,broad,,Brazil,southern,-10.916667,-47.916667,Aw,2013-2014,2013,Male,Adult,,,,4,7,,91.251,Apr,Jul,,65.1,4.9,5,67.7,8.5,5,,,,pre,65.1,2.6,19.252,3.993855607,0.039161631,0.004285836,,Evaluation of reproductive parameters in male Neotropical bats during dry and rainy months in a specific area of the Cerrado biome,https://onlinelibrary.wiley.com/doi/abs/10.1111/ahe.12529?casa_token=DQ2jUIeoKn0AAAAA:AWg1sneMI_EZRk9LjXqh0gsZtZFBhduv4M7NP3euennt3S-ejuAJqouwKqzE70U6gyCF3YnlE0dLXg4R
19,2019,Mendes de Brito,Table 1,Yangochiroptera,Phyllostomidae,Platyrrhinus lineatus,Platyrrhinus lineatus,broad,,Brazil,southern,-10.916667,-47.916667,Aw,2013-2014,2013,Male,Adult,,,,4,7,,91.251,Apr,Jul,,21.3,0.6,4,23,3.3,5,,,,pre,21.3,1.7,2.268,7.981220657,0.076787143,0.004315576,,,
19,2019,Mendes de Brito,Table 1,Yangochiroptera,Phyllostomidae,Sturnira lilium,Sturnira lilium,broad,,Brazil,southern,-10.916667,-47.916667,Aw,2013-2014,2013,Male,Adult,,,,4,7,,91.251,Apr,Jul,,20.5,1.4,5,24.7,0.8,5,,,,pre,20.5,4.2,0.52,20.48780488,0.186378357,0.001142583,,,
20,2013,Barros,Table 3,Yangochiroptera,Molossidae,Molossus molossus,Molossus molossus,broad,,Brazil,southern,-20.751111,-42.881389,Cwa,,,Male,Adult,,,,5,8,,91.251,May,Aug,,14.97,1.46,5,15.31,1.64,4,,,,pre,14.97,0.34,1.09872,2.271209085,0.022458011,0.004771006,,Seasonal variation of energy reserves and reproduction in neotropical free-tailed bats Molossus molossus (Chiroptera: Molossidae),https://www.scielo.br/j/bjb/a/C3smgrdvyMMqC6xszDrMbdQ/?lang=en#
20,2013,Barros,Table 3,Yangochiroptera,Molossidae,Molossus molossus,Molossus molossus,broad,,Brazil,southern,-20.751111,-42.881389,Cwa,,,Male,Adult,,,,,8,10,60.834,,Aug,Oct,,,,15.31,1.64,4,14.27,1.58,4,post,14.27,1.04,1.2965,7.288016819,0.070346778,0.005933477,,,
21,2020,Soares,Fig 2,Yangochiroptera,Molossidae,Molossus molossus,Molossus molossus,broad,,Brazil,southern,-12.150556,-45.003056,Aw,,,Male,Adult,,,,4,7,,91.251,Apr,Jul,,13.03797468,0.658227848,5,12.73417722,0.911392405,5,,,,pre,13.03797468,-0.303797468,0.252780003,-2.330097087,-0.023576731,0.001534225,,"Annual reproductive cycle of males of the bat Molossus molossus: Seasonal bimodal polyestry, testicular regression, and some aspects of the hormonal control",https://www.sciencedirect.com/science/article/pii/S0093691X20305185?casa_token=U1d3LDJweesAAAAA:e74qO8z19fecJNVWbd6395CfmZFKG7SRR-bQgq4k0DiiKcEoF5mNoeRc-2yiu9syNo8u9xTppnQ
21,2020,Soares,Fig 2,Yangochiroptera,Molossidae,Molossus molossus,Molossus molossus,broad,,Brazil,southern,-12.150556,-45.003056,Aw,,,Male,Adult,,,,,7,9,60.834,,Jul,Sep,,,,12.73417722,0.911392405,5,12.35897436,0.717948718,5,post,12.35897436,0.375202856,0.269217296,3.035873733,0.02990703,0.001699389,,,
22,2013,Becker,Table 1,Yangochiroptera,Vespertilionidae,Myotis daubentonii,Myotis daubentonii,cave,,Germany,northern,50.67100898,8.751340205,Cfb,2010,2010,Male,Adult,15/8/2010,16/9/2010,,,,,32,Aug,Sep,,8,0.5,5,8,0.5,5,,,,pre,8,0,0.1,0,0,0.0015625,,Balancing the Energy Budget in Free-Ranging Male Myotis daubentonii Bats,https://www.journals.uchicago.edu/doi/abs/10.1086/670527?casa_token=nalNaQn29Z4AAAAA:j9jvw2bZDfuvWzwwVuI5NVLMfhLf1FvcIW-OY2aHfbKLAC2MesKqPOsIvBHyGTBvmD2TbG6HJPJ9
23,2010,Roy,Table 1,Yangochiroptera,Vespertilionidae,Scotophilus heathi,Scotophilus heathii,broad,,India,northern,25.26992136,82.99146424,Cwa,,,Male,Adult,,,,9,12,,91.251,Sep,Dec,,31.683,0.979795897,6,44.48,0.832826513,6,,,,pre,31.683,12.797,0.2756,40.39074583,0.339259391,0.000217821,,"Role of leptin in seasonal adiposity associated changes in testicular activity of vespertilionid bat, Scotophilus heathi",https://www.sciencedirect.com/science/article/pii/S0016648010001826?casa_token=SXI6gcsm_dcAAAAA:8Tk-zpadHq0WJaEaH-28k5s9gPL4FC_yIyw7NVkKCQXgPDHus_WvgEQdQ-3osE2x6u6B-Cw2Xg8
23,2010,Roy,Table 1,Yangochiroptera,Vespertilionidae,Scotophilus heathi,Scotophilus heathii,broad,,India,northern,25.26992136,82.99146424,Cwa,,,Male,Adult,,,,,12,3,91.251,,Dec,Mar,,,,44.48,0.832826513,6,31.53,0.391918359,6,post,31.53,12.95,0.1412,41.07199493,0.344100176,8.42E-05,,,
24,2010,Srivastava,Table 1,Yangochiroptera,Vespertilionidae,Scotophilus heathi,Scotophilus heathii,broad,,India,northern,25.26992136,82.99146424,Cwa,,,Female,Adult,,,,10,12,,60.834,Oct,Dec,,33,1.13,5,45.1,1.8,5,,,,pre,33,12.1,0.90338,36.66666667,0.312374685,0.000553091,,"Melatonin modulates glucose homeostasis during winter dormancy in a vespertilionid bat, Scotophilus heathi",https://www.sciencedirect.com/science/article/pii/S1095643309012033?casa_token=UliT9JHFgaUAAAAA:3ijln8YUUeSE9WOJDg0ZIw7JQoT0GnCQDwqf075yrhviL7WzEAHW-kWEnthLZKQQgHM33aTeDi8
24,2010,Srivastava,Table 1,Yangochiroptera,Vespertilionidae,Scotophilus heathi,Scotophilus heathii,broad,,India,northern,25.26992136,82.99146424,Cwa,,,Female,Adult,,,,,12,3,91.251,,Dec,Mar,,,,45.1,1.8,5,34.3,0.9,5,post,34.3,10.8,0.81,31.48688047,0.273736892,0.00045628,,,
25,2010,King,Table 2,Yinpterochiroptera,Pteropodidae,Epomops franqueti,Epomops franqueti,tree,,Congo,southern,-3.266667,15.466667,Aw,2002,2002,Female,Adult,,,,8,12,,121.668,Sep,Dec,,110,10,6,115,10,3,,,,pre,110,5,50,4.545454545,0.044451763,0.003897889,,"The fruit bats (Chiroptera: Pteropodidae) of the Lesio-Louna Reserve, Bateke Plateau, Republic of Congo",https://www.degruyter.com/document/doi/10.1515/mamm.2009.073/html
25,2010,King,Table 2,Yinpterochiroptera,Pteropodidae,Epomops franqueti,Epomops franqueti,tree,,Congo,southern,-3.266667,15.466667,Aw,2002,2002,Female,Adult,,,,,12,3,91.251,,Dec,Mar,,,,115,10,3,110.8,14.28,13,post,110.8,4.2,49.0193641,3.790613718,0.037205354,0.003798193,,,
25,2010,King,Table 2,Yinpterochiroptera,Pteropodidae,Micropteropus pusillus,Micropteropus pusillus,tree,,Congo,southern,-3.266667,15.466667,Aw,2002,2002,Female,Adult,,,,8,12,,121.668,Sep,Dec,,29.4,2.67,10,29.5,2.59,6,,,,pre,29.4,0.1,1.830906667,0.340136054,0.003395589,0.002109468,,,
25,2010,King,Table 2,Yinpterochiroptera,Pteropodidae,Micropteropus pusillus,Micropteropus pusillus,tree,,Congo,southern,-3.266667,15.466667,Aw,2002,2002,Female,Adult,,,,,12,3,91.251,,Dec,Mar,,,,29.5,2.59,6,26,2.33,8,post,26,3.5,1.796629167,13.46153846,0.126293725,0.002288572,,,
26,2010,Caire,Table 1,Yangochiroptera,Vespertilionidae,Myotis velifer,Myotis velifer,cave,,USA,northern,36.70021486,-99.14778157,Cfa,1979-1980,1979,Male,Adult,,,,,10,3,152.085,,Oct,Mar,,,,15,1.42,12,11.7,0.77,20,post,11.7,3.3,0.197678333,28.20512821,0.248461359,0.000963376,,"Loss in Mass by Hibernating Cave Myotis, Myotis velifer (Chiroptera: Vespertilionidae) in Western Oklahoma",https://bioone.org/journals/the-southwestern-naturalist/volume-55/issue-3/JKF-06.1/Loss-in-Mass-by-Hibernating-Cave-Myotis-Myotis-velifer-Chiroptera/10.1894/JKF-06.1.full
26,2010,Caire,Table 1,Yangochiroptera,Vespertilionidae,Myotis velifer,Myotis velifer,cave,,USA,northern,36.70021486,-99.14778157,Cfa,1980ﾐ1981,1980,Male,Adult,,,,,10,3,152.085,,Oct,Mar,,,,13,0.63,21,11.5,0.79,20,post,11.5,1.5,0.050105,13.04347826,0.122602322,0.000347789,,,
26,2010,Caire,Table 1,Yangochiroptera,Vespertilionidae,Myotis velifer,Myotis velifer,cave,,USA,northern,36.70021486,-99.14778157,Cfa,1981ﾐ1982,1981,Male,Adult,,,,,10,3,152.085,,Oct,Mar,,,,13,1.17,15,11.5,0.89,30,post,11.5,1.5,0.117663333,13.04347826,0.122602322,0.000739647,,,
26,2010,Caire,Table 1,Yangochiroptera,Vespertilionidae,Myotis velifer,Myotis velifer,cave,,USA,northern,36.70021486,-99.14778157,Cfa,1982ﾐ1983,1982,Male,Adult,,,,,10,3,152.085,,Oct,Mar,,,,13,1.04,40,11.3,0.71,25,post,11.3,1.7,0.047204,15.04424779,0.140146632,0.000317914,,,
26,2010,Caire,Table 1,Yangochiroptera,Vespertilionidae,Myotis velifer,Myotis velifer,cave,,USA,northern,36.70021486,-99.14778157,Cfa,1984ﾐ1985,1984,Male,Adult,,,,,10,3,152.085,,Oct,Mar,,,,12,0.84,28,11.2,0.61,25,post,11.2,0.8,0.040084,7.142857143,0.068992871,0.000293654,,,
26,2010,Caire,Table 1,Yangochiroptera,Vespertilionidae,Myotis velifer,Myotis velifer,cave,,USA,northern,36.70021486,-99.14778157,Cfa,1985ﾐ1986,1985,Male,Adult,,,,,10,3,152.085,,Oct,Mar,,,,13,0.94,12,11.6,0.75,25,post,11.6,1.4,0.096133333,12.06896552,0.113944259,0.000602912,,,
26,2010,Caire,Table 1,Yangochiroptera,Vespertilionidae,Myotis velifer,Myotis velifer,cave,,USA,northern,36.70021486,-99.14778157,Cfa,2005ﾐ2006,2005,Male,Adult,,,,,10,3,152.085,,Oct,Mar,,,,14.2,0.78,20,10.4,0.62,49,post,10.4,3.8,0.038264898,36.53846154,0.311436158,0.000223393,,,
26,2010,Caire,Table 1,Yangochiroptera,Vespertilionidae,Myotis velifer,Myotis velifer,cave,,USA,northern,36.70021486,-99.14778157,Cfa,1979-1980,1979,Female,Adult,,,,,10,3,152.085,,Oct,Mar,,,,16.1,1.07,24,12.2,0.88,20,post,12.2,3.9,0.086424167,31.96721311,0.27738332,0.000444182,,,
26,2010,Caire,Table 1,Yangochiroptera,Vespertilionidae,Myotis velifer,Myotis velifer,cave,,USA,northern,36.70021486,-99.14778157,Cfa,1980ﾐ1981,1980,Female,Adult,,,,,10,3,152.085,,Oct,Mar,,,,15.3,0.94,24,11.5,0.86,29,post,11.5,3.8,0.062320115,33.04347826,0.285505793,0.000350118,,,
26,2010,Caire,Table 1,Yangochiroptera,Vespertilionidae,Myotis velifer,Myotis velifer,cave,,USA,northern,36.70021486,-99.14778157,Cfa,1981ﾐ1982,1981,Female,Adult,,,,,10,3,152.085,,Oct,Mar,,,,15.7,0.99,42,12.3,0.81,37,post,12.3,3.4,0.041068147,27.64227642,0.24406145,0.00021188,,,
26,2010,Caire,Table 1,Yangochiroptera,Vespertilionidae,Myotis velifer,Myotis velifer,cave,,USA,northern,36.70021486,-99.14778157,Cfa,1982ﾐ1983,1982,Female,Adult,,,,,10,3,152.085,,Oct,Mar,,,,15.8,1.12,40,11.9,0.62,25,post,11.9,3.9,0.046736,32.77310924,0.28347154,0.000234201,,,
26,2010,Caire,Table 1,Yangochiroptera,Vespertilionidae,Myotis velifer,Myotis velifer,cave,,USA,northern,36.70021486,-99.14778157,Cfa,1984ﾐ1985,1984,Female,Adult,,,,,10,3,152.085,,Oct,Mar,,,,15.4,1.33,28,11.9,0.91,25,post,11.9,3.5,0.096299,29.41176471,0.257829109,0.000500291,,,
26,2010,Caire,Table 1,Yangochiroptera,Vespertilionidae,Myotis velifer,Myotis velifer,cave,,USA,northern,36.70021486,-99.14778157,Cfa,1985ﾐ1986,1985,Female,Adult,,,,,10,3,152.085,,Oct,Mar,,,,15.1,1.16,24,11.9,0.71,48,post,11.9,3.2,0.06656875,26.8907563,0.238156344,0.000320058,,,
26,2010,Caire,Table 1,Yangochiroptera,Vespertilionidae,Myotis velifer,Myotis velifer,cave,,USA,northern,36.70021486,-99.14778157,Cfa,2005ﾐ2006,2005,Female,Adult,,,,,10,3,152.085,,Oct,Mar,,,,15.1,1,19,11,0.78,34,post,11,4.1,0.070525697,37.27272727,0.316799471,0.000378715,,,
27,2016,McGuire,Fig 2,Yangochiroptera,Vespertilionidae,Myotis lucifugus,Myotis lucifugus,cave,,USA,northern,53.166667,-99.266667,Dfb,2013,2013,Male,Adult,20/8/2013,10/9/2013,,,,,21,Aug,Sep,,9.201657459,1.091946706,40,12.63551258,1.594890246,48,,,,pre,9.201657459,3.433855126,0.082801917,37.31778912,0.317127682,0.000683976,,No evidence of hyperphagia during prehibernation in a northern population of little brown bats (Myotis lucifugus),https://cdnsciencepub.com/doi/full/10.1139/cjz-2016-0110?casa_token=CKUEbuevlZIAAAAA%3AunXZeepIzQYR94m2SGRo3DNPj6Xo37Wyxi_6WEDGeScGfWX0Lti8SpdogbwSpiNzdIofDYqVtPLAPw
27,2016,McGuire,Fig 2,Yangochiroptera,Vespertilionidae,Myotis lucifugus,Myotis lucifugus,cave,,USA,northern,53.166667,-99.266667,Dfb,2013,2013,Female,Adult,20/8/2013,10/9/2013,,,,,21,Aug,Sep,,9.64281768,1.083620923,36,13.58037139,1.426404018,40,,,,pre,9.64281768,3.937553713,0.08348333,40.83405747,0.342412114,0.000626592,,,
28,2011,Suba,Table 1,Yangochiroptera,Vespertilionidae,Myotis daubentonii,Myotis daubentonii,cave,,Latvia,northern,57.316667,25.35,Dfb,2006-2007,2006,Male,Adult,,,,8,9,,30.417,Aug,Sep,,8.46,1.272792206,72,11.17,2.019108714,52,,,,pre,8.46,2.71,0.1009,32.03309693,0.277882439,0.000942732,,Body weight provides insights into the feeding strategy of swarming bats,ﾊhttps://doi.org/10.4404/hystrix-22.1-4516
28,2011,Suba,Table 1,Yangochiroptera,Vespertilionidae,Myotis daubentonii,Myotis daubentonii,cave,,Latvia,northern,57.316667,25.35,Dfb,2006-2007,2006,Female,Adult,,,,8,9,,30.417,Aug,Sep,,9.15,1.045705503,15,11.74,1.910523488,69,,,,pre,9.15,2.59,0.1258,28.30601093,0.249247935,0.001254546,,,
28,2011,Suba,Table 1,Yangochiroptera,Vespertilionidae,Myotis brandtii,Myotis brandtii,broad,,Latvia,northern,57.316667,25.35,Dfb,2006-2007,2006,Male,Adult,,,,8,9,,30.417,Aug,Sep,,7.1,1.236931688,68,9.08,0.98630624,38,,,,pre,7.1,1.98,0.0481,27.88732394,0.245979409,0.000756845,,,
28,2011,Suba,Table 1,Yangochiroptera,Vespertilionidae,Myotis brandtii,Myotis brandtii,broad,,Latvia,northern,57.316667,25.35,Dfb,2006-2007,2006,Female,Adult,,,,8,9,,30.417,Aug,Sep,,7.39,1.376735269,26,9.07,0.602494813,30,,,,pre,7.39,1.68,0.085,22.73342355,0.204844529,0.001481955,,,
28,2011,Suba,Table 1,Yangochiroptera,Vespertilionidae,Myotis dasycneme,Myotis dasycneme,cave,,Latvia,northern,57.316667,25.35,Dfb,2006-2007,2006,Male,Adult,,,,8,9,,30.417,Aug,Sep,,16.55,1.656381599,19,20.19,3.577708764,20,,,,pre,16.55,3.64,0.7844,21.9939577,0.198801331,0.002097223,,,
28,2011,Suba,Table 1,Yangochiroptera,Vespertilionidae,Myotis dasycneme,Myotis dasycneme,cave,,Latvia,northern,57.316667,25.35,Dfb,2006-2007,2006,Female,Adult,,,,8,9,,30.417,Aug,Sep,,18.96,4.139637665,6,23.17,2.155550974,24,,,,pre,18.96,4.21,3.0497,22.20464135,0.200526842,0.008305675,,,
29,2008,Srivastava,Fig 1,Yangochiroptera,Vespertilionidae,Scotophilus heathi,Scotophilus heathii,broad,,India,northern,25.26992136,82.99146424,Cwa,,,Female,Adult,,,,9,11,,60.834,Sep,Nov,,30.4350907,1.948596729,8,45.09952129,1.948596729,8,,,,pre,30.4350907,14.66443059,0.949257303,48.18264133,0.39327539,0.000745746,,"Seasonal adiposity, correlative changes in metabolic factors and unique reproductive activity in a vespertilionid bat, Scotophilus heathi",https://onlinelibrary.wiley.com/doi/abs/10.1002/jez.440?casa_token=XK_paWtN3YQAAAAA:AOGFpSfvE0XEIpq3z8KbV9hXXpWwZZ8QIsYwu9o4AtJGcrMj_8MP4FLxUpY5Edxj4jgX6NdW143LSip9
29,2008,Srivastava,Fig 1,Yangochiroptera,Vespertilionidae,Scotophilus heathi,Scotophilus heathii,broad,,India,northern,25.26992136,82.99146424,Cwa,,,Female,Adult,,,,,11,2,91.251,,Nov,Feb,,,,45.09952129,1.948596729,8,31.32086168,2.505338652,8,post,31.32086168,13.77865961,1.259218872,43.99195575,0.364587249,0.00103314,,,
30,2016,McMichael,Fig 2,Yinpterochiroptera,Pteropodidae,Pteropus alecto,Pteropus alecto,tree,,Australia,southern,-27.99696653,152.6878523,Cfa,2013-2014,2013,Male,Adult,,,,4,5,,30.417,Apr,May,,751.4285714,81.59756899,58,883.5714286,149.5955432,58,,,,pre,751.4285714,132.1428572,500.6377554,17.58555134,0.161995979,0.000697533,,"Temporal Variation in Physiological Biomarkers in Black Flying-Foxes (Pteropus alecto), Australia",https://link.springer.com/article/10.1007/s10393-016-1113-0
30,2016,McMichael,Fig 2,Yinpterochiroptera,Pteropodidae,Pteropus alecto,Pteropus alecto,tree,,Australia,southern,-27.99696653,152.6878523,Cfa,2013-2014,2013,Male,Adult,,,,,5,8,91.251,,May,Aug,,,,883.5714286,149.5955432,58,780,81.59756899,58,post,780,103.5714286,500.6377554,13.27838828,0.124678216,0.000682911,,,
30,2016,McMichael,Fig 2,Yinpterochiroptera,Pteropodidae,Pteropus alecto,Pteropus alecto,tree,,Australia,southern,-27.99696653,152.6878523,Cfa,2013-2014,2013,Female,Adult,,,,4,5,,30.417,Apr,May,,674.6428571,67.99797416,58,747.8571429,108.7967587,58,,,,pre,674.6428571,73.21428576,283.8010206,10.85230281,0.103028524,0.000540046,,,
30,2016,McMichael,Fig 2,Yinpterochiroptera,Pteropodidae,Pteropus alecto,Pteropus alecto,tree,,Australia,southern,-27.99696653,152.6878523,Cfa,2013-2014,2013,Female,Adult,,,,,5,8,91.251,,May,Aug,,,,747.8571429,108.7967587,58,656.7857143,67.99797416,58,post,656.7857143,91.07142857,283.8010206,13.86623165,0.129854167,0.0005497,,,
31,2018,Richardson,Fig 3,Yangochiroptera,Vespertilionidae,Eptesicus fuscus,Eptesicus fuscus,broad,,USA,northern,42.07627189,-71.12775818,Cfa,1997,1997,Female,Adult,29/7/1997,7/9/1997,,,,,40,Jul,Sep,,16.03243243,0.714034299,5,20.03063063,1.629542716,5,,,,pre,16.03243243,3.998198198,0.633050889,24.93818836,0.222648936,0.001720354,,"Seasonal and Sexual Variation in Metabolism, Thermoregulation, and Hormones in the Big Brown Bat (Eptesicus fuscus)",https://www.journals.uchicago.edu/doi/full/10.1086/695424?casa_token=6Up4_pwDrWwAAAAA%3Abm-lwVxnZZp3ICBPGf2fG1zFY61oSvkTsTZT3NWlAfLDiHkmlbPxpwzkvBHXTVkjaPzrBbPNFoiN
